"household_id","province","district","urban_rural","region","household_size","income","expenditure","education","satisfaction","has_internet","num_children"
281,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",4,59803,44155,"SMA",2,0,2
282,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",4,92455,73353,"S1",3,1,2
283,"Prov_01","Prov_01_Kab_04","Urban","Jawa",7,207689,189044,"SMA",3,1,4
284,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",3,142310,116446,"SD",4,1,0
285,"Prov_02","Prov_02_Kab_04","Urban","Jawa",4,174294,145658,"D3",4,1,2
286,"Prov_03","Prov_03_Kab_02","Urban","Jawa",5,282821,261435,"SD",4,1,0
287,"Prov_10","Prov_10_Kab_03","Urban","Indonesia Timur",2,118134,72928,"SMA",3,1,0
288,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",4,134680,119546,"SMA",2,0,2
289,"Prov_07","Prov_07_Kab_04","Urban","Kalimantan",7,57197,40271,"SD",3,0,2
290,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,139689,75992,"D3",4,0,1
291,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",4,69463,47664,"SD",3,1,3
292,"Prov_08","Prov_08_Kab_02","Urban","Sulawesi",6,56165,42123,"SMA",2,1,3
293,"Prov_10","Prov_10_Kab_01","Rural","Indonesia Timur",4,30927,25980,"SMA",3,0,0
294,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",4,218276,186399,"S1",3,0,1
295,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",7,299890,267057,"SMA",4,0,0
296,"Prov_03","Prov_03_Kab_03","Rural","Jawa",5,21992,16200,"SD",4,1,2
297,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",6,74421,65131,"SD",2,0,1
298,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",6,128733,97460,"SMA",4,1,0
299,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",6,35734,30612,"SMA",2,0,0
300,"Prov_02","Prov_02_Kab_02","Urban","Jawa",3,115667,100090,"SMA",3,1,2
301,"Prov_01","Prov_01_Kab_01","Urban","Jawa",3,107393,55740,"SMP",2,1,1
302,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",9,27246,15846,"SD",4,0,3
303,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",1,231338,175872,"S1",4,1,0
304,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",3,108287,90930,"SD",3,0,2
305,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",3,50898,38773,"S2+",4,1,0
306,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,74636,56012,"SMA",2,0,1
307,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",5,28456,22003,"SMA",1,0,4
308,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",2,99454,73260,"S2+",2,1,1
309,"Prov_02","Prov_02_Kab_03","Rural","Jawa",4,376754,266062,"S1",4,1,1
310,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",2,85784,68046,"SD",3,0,1
311,"Prov_01","Prov_01_Kab_03","Rural","Jawa",3,64046,51088,"S1",4,0,0
312,"Prov_02","Prov_02_Kab_03","Urban","Jawa",8,57124,43812,"S1",1,0,1
313,"Prov_05","Prov_05_Kab_03","Urban","Sumatera",4,166058,95105,"SMA",4,1,3
314,"Prov_03","Prov_03_Kab_04","Urban","Jawa",3,136916,67453,"S1",3,1,1
315,"Prov_03","Prov_03_Kab_02","Urban","Jawa",5,103246,70323,"SMA",3,0,2
316,"Prov_01","Prov_01_Kab_05","Rural","Jawa",5,76331,59053,"SMP",3,1,2
317,"Prov_02","Prov_02_Kab_01","Urban","Jawa",1,176924,123794,"SMP",4,1,0
318,"Prov_10","Prov_10_Kab_02","Urban","Indonesia Timur",2,32407,23035,"SD",2,0,0
319,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",1,106736,87369,"SD",3,1,0
320,"Prov_01","Prov_01_Kab_03","Urban","Jawa",1,127660,77024,"S1",3,1,0
321,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",3,28055,15874,"SD",4,1,2
322,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",5,45259,32328,"SD",4,1,1
323,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",4,147997,114639,"SMA",3,1,1
324,"Prov_09","Prov_09_Kab_01","Urban","Sulawesi",2,43095,30424,"SMA",2,1,0
325,"Prov_04","Prov_04_Kab_03","Rural","Sumatera",7,60170,40105,"SMP",3,1,2
326,"Prov_03","Prov_03_Kab_03","Urban","Jawa",6,138019,85566,"D3",4,1,0
327,"Prov_09","Prov_09_Kab_05","Urban","Sulawesi",3,93278,75781,"SMA",3,1,2
328,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",4,123605,79048,"S1",4,1,3
329,"Prov_03","Prov_03_Kab_01","Urban","Jawa",3,90292,87631,"S1",4,1,1
330,"Prov_02","Prov_02_Kab_03","Rural","Jawa",3,101089,70078,"SMA",5,0,2
331,"Prov_02","Prov_02_Kab_04","Rural","Jawa",3,39194,26179,"SMP",3,0,1
332,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",3,100841,81986,"D3",4,1,0
333,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",1,74316,69056,"SMA",2,0,0
334,"Prov_06","Prov_06_Kab_03","Urban","Kalimantan",6,50659,46306,"S1",3,1,2
335,"Prov_01","Prov_01_Kab_02","Urban","Jawa",4,217164,127380,"D3",3,1,2
336,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",5,118919,66458,"SMA",4,1,0
337,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",4,37726,28954,"SD",2,1,0
338,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",4,62380,56252,"SMA",3,1,3
339,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",5,55112,41165,"SD",3,0,1
340,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",7,19857,13520,"D3",2,1,3
341,"Prov_03","Prov_03_Kab_02","Urban","Jawa",3,71399,55163,"S2+",2,1,1
342,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",3,102220,61927,"SMA",3,0,1
343,"Prov_08","Prov_08_Kab_02","Rural","Sulawesi",4,24370,16388,"D3",2,0,0
344,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",6,39617,29342,"SMA",4,0,5
345,"Prov_02","Prov_02_Kab_04","Urban","Jawa",2,215743,190861,"SMP",4,1,0
346,"Prov_03","Prov_03_Kab_04","Urban","Jawa",1,132847,117343,"SMP",5,0,0
347,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",7,37851,28714,"S1",3,1,2
348,"Prov_03","Prov_03_Kab_02","Rural","Jawa",1,129827,95914,"SD",4,1,0
349,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",4,175495,127482,"SMA",4,0,0
350,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",3,69819,44261,"S1",5,0,0
351,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",7,88776,63479,"SMA",3,0,2
352,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",6,44106,33791,"S1",3,0,4
353,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",6,32812,24770,"S1",4,1,1
354,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",1,72439,63274,"SD",2,1,0
355,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",8,116698,90146,"SMP",5,0,0
356,"Prov_02","Prov_02_Kab_04","Rural","Jawa",4,21607,13211,"D3",4,1,2
357,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",5,74384,66517,"SD",2,0,1
358,"Prov_08","Prov_08_Kab_01","Urban","Sulawesi",3,151610,113448,"SD",3,1,2
359,"Prov_03","Prov_03_Kab_01","Urban","Jawa",6,155603,138225,"SMA",4,1,1
360,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",6,30077,17014,"S2+",1,1,2
361,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",4,64969,55855,"SMA",3,1,1
362,"Prov_01","Prov_01_Kab_02","Rural","Jawa",7,28011,25027,"S2+",4,1,3
363,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",1,83628,63634,"SMA",4,1,0
364,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",4,86911,56835,"S1",2,0,1
365,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",4,43033,32415,"SMA",3,0,0
366,"Prov_07","Prov_07_Kab_04","Urban","Kalimantan",4,53148,41360,"SMA",3,1,0
367,"Prov_02","Prov_02_Kab_03","Urban","Jawa",1,136551,95494,"SMA",2,0,0
368,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",3,34536,29968,"D3",2,1,0
369,"Prov_03","Prov_03_Kab_02","Urban","Jawa",1,95771,63861,"SD",4,1,0
370,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",5,89096,70064,"SMA",3,0,2
371,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",4,25480,21514,"S1",3,0,1
372,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",6,17459,17379,"SMA",3,0,2
373,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",2,47138,27837,"SMA",3,1,0
374,"Prov_01","Prov_01_Kab_01","Urban","Jawa",3,159875,85961,"SMA",5,1,1
375,"Prov_03","Prov_03_Kab_02","Rural","Jawa",5,266272,195202,"SMA",4,0,3
376,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",4,23973,21814,"S1",1,0,2
377,"Prov_02","Prov_02_Kab_05","Rural","Jawa",5,64902,38459,"S1",2,1,1
378,"Prov_01","Prov_01_Kab_02","Rural","Jawa",2,102354,84506,"D3",4,0,1
379,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",4,25393,18892,"SMP",4,1,0
380,"Prov_01","Prov_01_Kab_01","Urban","Jawa",6,35447,23060,"SMP",3,1,3
381,"Prov_02","Prov_02_Kab_03","Urban","Jawa",4,51624,40141,"SMP",2,1,3
382,"Prov_02","Prov_02_Kab_01","Rural","Jawa",3,67693,61085,"D3",3,1,1
383,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,59010,36794,"S1",4,0,0
384,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",4,29492,18721,"SMP",2,0,1
385,"Prov_06","Prov_06_Kab_02","Urban","Kalimantan",8,236513,135400,"SMA",4,1,2
386,"Prov_03","Prov_03_Kab_04","Rural","Jawa",6,61331,33917,"D3",2,0,3
387,"Prov_08","Prov_08_Kab_03","Urban","Sulawesi",2,159157,103561,"SMP",4,1,0
388,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",6,159712,131730,"S2+",3,0,4
389,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",5,64844,58552,"SMA",3,0,1
390,"Prov_03","Prov_03_Kab_05","Urban","Jawa",8,233815,163467,"SMA",3,1,1
391,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",2,175100,98966,"S1",5,1,1
392,"Prov_01","Prov_01_Kab_03","Rural","Jawa",4,27472,21554,"S2+",3,0,1
393,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",5,19418,12367,"SMA",3,1,1
394,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,56961,36291,"S1",3,0,0
395,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",3,113422,96001,"SD",5,1,0
396,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",4,149134,115157,"SMP",4,1,0
397,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",3,176831,165452,"S1",5,0,0
398,"Prov_09","Prov_09_Kab_04","Urban","Sulawesi",6,66765,40109,"SMA",2,1,0
399,"Prov_01","Prov_01_Kab_01","Urban","Jawa",4,37350,28075,"S2+",2,1,2
400,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",2,26055,24334,"SMA",4,1,1
401,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",5,17120,9963,"SMP",3,0,1
402,"Prov_08","Prov_08_Kab_04","Urban","Sulawesi",5,43931,41030,"SMA",3,1,1
403,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",5,39943,27827,"SMA",3,0,0
404,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",5,28533,16662,"SMA",2,0,2
405,"Prov_02","Prov_02_Kab_05","Urban","Jawa",5,82196,63232,"SMP",4,1,1
406,"Prov_01","Prov_01_Kab_04","Urban","Jawa",7,33312,22119,"SD",3,1,1
407,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",3,81088,55770,"SMP",4,1,0
408,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",2,174284,142324,"SMA",3,1,0
409,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",4,107064,70121,"S2+",2,1,3
410,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",5,75367,60547,"SD",2,0,3
411,"Prov_01","Prov_01_Kab_01","Rural","Jawa",1,241751,137030,"SMA",3,0,0
412,"Prov_03","Prov_03_Kab_02","Rural","Jawa",2,29199,21818,"D3",4,1,0
413,"Prov_02","Prov_02_Kab_04","Urban","Jawa",4,38549,31978,"SMP",2,1,3
414,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",3,44193,28227,"S1",3,1,1
415,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",4,69523,43677,"D3",5,0,0
416,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",10,138597,83833,"SMA",5,0,6
417,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",2,21338,19240,"S1",2,0,0
418,"Prov_03","Prov_03_Kab_05","Rural","Jawa",5,36896,25746,"SMP",2,1,0
419,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",3,168613,135852,"SMA",3,0,2
420,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,60313,43365,"S2+",2,0,0
421,"Prov_02","Prov_02_Kab_03","Urban","Jawa",1,151014,105630,"S1",3,0,0
422,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",6,138858,92329,"S1",3,1,2
423,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",4,85441,78516,"SMA",4,0,0
424,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",3,28357,24316,"SMA",4,0,2
425,"Prov_02","Prov_02_Kab_03","Urban","Jawa",3,75147,41064,"S2+",3,1,1
426,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",6,16763,9153,"D3",3,0,1
427,"Prov_01","Prov_01_Kab_04","Rural","Jawa",1,56301,39976,"SMA",5,0,0
428,"Prov_02","Prov_02_Kab_04","Rural","Jawa",2,50475,30665,"SMP",4,1,0
429,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",8,148318,109534,"SD",2,0,1
430,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",4,53420,39736,"SMA",3,1,0
431,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",7,14228,6665,"SMP",2,0,4
432,"Prov_02","Prov_02_Kab_05","Urban","Jawa",2,340421,185250,"D3",3,1,0
433,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",2,152146,142718,"S1",4,0,0
434,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,115633,76447,"D3",5,0,1
435,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",7,95459,52969,"SMA",4,1,2
436,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",2,163004,131044,"SMP",3,0,0
437,"Prov_02","Prov_02_Kab_04","Rural","Jawa",2,166115,123178,"SD",4,0,1
438,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",4,46291,34716,"D3",2,0,2
439,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",4,35558,22745,"SD",3,1,2
440,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",3,53236,42586,"SMP",3,0,1
441,"Prov_02","Prov_02_Kab_05","Rural","Jawa",5,82957,40383,"S1",5,0,0
442,"Prov_04","Prov_04_Kab_03","Rural","Sumatera",1,68102,47306,"S1",4,1,0
443,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",1,193241,138415,"SMA",4,1,0
444,"Prov_02","Prov_02_Kab_03","Urban","Jawa",5,108524,93704,"SMP",3,0,1
445,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",4,73816,62858,"SMA",3,0,2
446,"Prov_08","Prov_08_Kab_01","Urban","Sulawesi",9,49600,47382,"S2+",3,1,0
447,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",1,27230,19466,"SMP",3,0,0
448,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",6,56025,44922,"S1",2,1,3
449,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",3,38964,34873,"SMA",2,0,1
450,"Prov_01","Prov_01_Kab_05","Rural","Jawa",3,53055,42552,"SMA",4,1,1
451,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",6,152510,85754,"SD",3,1,5
452,"Prov_07","Prov_07_Kab_05","Urban","Kalimantan",7,120070,92230,"SMP",5,1,3
453,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",8,25333,16452,"SMP",4,0,2
454,"Prov_02","Prov_02_Kab_04","Urban","Jawa",1,121285,95449,"SD",3,1,0
455,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",1,65957,57593,"SMA",4,1,0
456,"Prov_03","Prov_03_Kab_04","Rural","Jawa",4,87969,75081,"SD",3,0,0
457,"Prov_03","Prov_03_Kab_01","Rural","Jawa",1,23069,14651,"S1",2,0,0
458,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",8,133316,89953,"SD",4,1,4
459,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",2,197261,127002,"SD",3,1,1
460,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",1,159367,150039,"SD",3,1,0
461,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",3,136176,85265,"S1",4,1,0
462,"Prov_02","Prov_02_Kab_04","Urban","Jawa",5,253716,172675,"S2+",3,1,1
463,"Prov_07","Prov_07_Kab_02","Urban","Kalimantan",9,185723,153629,"SMP",3,1,6
464,"Prov_03","Prov_03_Kab_02","Urban","Jawa",3,31087,22573,"SD",2,1,0
465,"Prov_03","Prov_03_Kab_05","Urban","Jawa",4,197161,171348,"SMP",4,0,0
466,"Prov_03","Prov_03_Kab_02","Rural","Jawa",3,60396,43895,"S2+",3,0,1
467,"Prov_03","Prov_03_Kab_02","Urban","Jawa",9,73398,39316,"S1",3,1,2
468,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",2,32182,24636,"SD",3,1,1
469,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",4,36239,28152,"SMA",4,1,2
470,"Prov_01","Prov_01_Kab_03","Urban","Jawa",3,67992,35251,"D3",4,1,2
471,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",5,135784,65219,"SMP",4,0,3
472,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,194128,135000,"S1",4,1,1
473,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",3,369198,321052,"SMP",3,1,0
474,"Prov_02","Prov_02_Kab_03","Urban","Jawa",3,113208,83606,"S2+",2,1,2
475,"Prov_02","Prov_02_Kab_04","Urban","Jawa",4,136536,119679,"SMA",4,1,0
476,"Prov_02","Prov_02_Kab_04","Urban","Jawa",7,128104,98754,"SMA",4,1,1
477,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",3,61655,35342,"SD",4,0,2
478,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",4,252512,182693,"D3",3,1,1
479,"Prov_01","Prov_01_Kab_01","Rural","Jawa",1,59544,34054,"SD",4,1,0
480,"Prov_08","Prov_08_Kab_02","Urban","Sulawesi",2,88985,52276,"SMA",3,1,0
481,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",2,137417,109875,"D3",4,1,0
482,"Prov_07","Prov_07_Kab_05","Urban","Kalimantan",4,32389,25465,"SD",4,1,3
483,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",4,25149,19974,"SMA",4,1,2
484,"Prov_03","Prov_03_Kab_02","Urban","Jawa",3,323138,298681,"SMA",4,1,2
485,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",6,53218,43644,"SMP",3,1,2
486,"Prov_01","Prov_01_Kab_01","Urban","Jawa",2,212272,167743,"S1",4,1,1
487,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",2,45811,33794,"SD",2,1,0
488,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",5,87239,54553,"SMA",4,0,1
489,"Prov_02","Prov_02_Kab_05","Rural","Jawa",2,27925,19074,"SMA",2,0,0
490,"Prov_03","Prov_03_Kab_04","Urban","Jawa",1,406929,248647,"S2+",3,1,0
491,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",4,108732,65395,"SMA",2,0,1
492,"Prov_09","Prov_09_Kab_02","Urban","Sulawesi",5,137185,97494,"SD",3,1,2
493,"Prov_02","Prov_02_Kab_03","Urban","Jawa",7,131919,89715,"SMA",3,1,3
494,"Prov_07","Prov_07_Kab_02","Urban","Kalimantan",6,258823,207058,"S1",4,1,2
495,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",1,101949,62241,"D3",4,0,0
496,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",6,74175,45098,"SMA",5,0,2
497,"Prov_01","Prov_01_Kab_05","Rural","Jawa",4,106691,82255,"SD",3,1,0
498,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",5,153390,124754,"S1",5,1,2
499,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",3,187267,149630,"SMA",5,1,0
500,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",3,95650,54617,"SMA",3,1,0
501,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",3,42837,24572,"SMA",4,1,2
502,"Prov_03","Prov_03_Kab_03","Rural","Jawa",3,22892,16372,"SMA",2,1,0
503,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",3,90430,50623,"SMA",3,1,0
504,"Prov_02","Prov_02_Kab_03","Rural","Jawa",1,96987,64462,"S1",3,1,0
505,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",1,30023,26121,"S1",3,1,0
506,"Prov_01","Prov_01_Kab_04","Urban","Jawa",3,172612,165281,"S1",5,1,0
507,"Prov_03","Prov_03_Kab_03","Rural","Jawa",6,101278,86025,"S1",3,0,1
508,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",5,352734,318106,"SMA",5,1,1
509,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",6,65472,47388,"S1",5,1,2
510,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",6,50518,31137,"SMA",2,1,3
511,"Prov_01","Prov_01_Kab_04","Urban","Jawa",4,40765,33877,"S1",3,1,1
512,"Prov_01","Prov_01_Kab_03","Urban","Jawa",4,129428,84542,"D3",2,1,0
513,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,22214,14688,"SD",3,0,0
514,"Prov_08","Prov_08_Kab_02","Rural","Sulawesi",3,87805,62538,"SD",3,0,1
515,"Prov_03","Prov_03_Kab_03","Urban","Jawa",5,91164,74323,"SMA",2,1,2
516,"Prov_01","Prov_01_Kab_04","Rural","Jawa",8,17259,8425,"SMA",3,0,2
517,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",5,41011,36363,"SMP",2,0,1
518,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",4,67453,54189,"SMP",4,1,3
519,"Prov_01","Prov_01_Kab_03","Urban","Jawa",5,98718,83886,"D3",5,1,1
520,"Prov_10","Prov_10_Kab_03","Urban","Indonesia Timur",2,477868,277328,"SMA",4,0,0
521,"Prov_03","Prov_03_Kab_03","Rural","Jawa",3,72754,47714,"S1",2,0,1
522,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",3,103467,58328,"SD",3,0,2
523,"Prov_03","Prov_03_Kab_01","Urban","Jawa",2,26040,20574,"S1",3,1,0
524,"Prov_10","Prov_10_Kab_02","Rural","Indonesia Timur",4,43967,25030,"SD",4,0,1
525,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",3,74494,49822,"SMA",3,1,2
526,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",5,56244,36206,"SD",2,0,0
527,"Prov_02","Prov_02_Kab_02","Rural","Jawa",4,55357,40364,"SMP",3,0,3
528,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",3,106373,88165,"SD",3,1,0
529,"Prov_01","Prov_01_Kab_02","Urban","Jawa",4,32603,22133,"SD",3,1,0
530,"Prov_02","Prov_02_Kab_02","Urban","Jawa",4,115991,86140,"SMA",2,1,0
531,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",4,154621,92914,"SMA",4,1,2
532,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",6,8862,6743,"SMP",4,0,2
533,"Prov_03","Prov_03_Kab_01","Rural","Jawa",4,98912,72313,"S2+",3,0,1
534,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",3,98561,87149,"SMP",2,1,1
535,"Prov_07","Prov_07_Kab_04","Urban","Kalimantan",2,91041,49374,"SMA",3,1,1
536,"Prov_01","Prov_01_Kab_04","Rural","Jawa",3,19789,11553,"SMP",2,1,2
537,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",3,15991,9880,"S1",3,0,0
538,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,122525,89416,"SMA",3,1,1
539,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",6,19429,11801,"SD",3,0,3
540,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",6,42658,39179,"S1",3,0,3
541,"Prov_07","Prov_07_Kab_01","Urban","Kalimantan",7,72119,42818,"SMP",4,1,6
542,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",5,88302,63444,"SMP",4,1,2
543,"Prov_03","Prov_03_Kab_05","Urban","Jawa",6,333440,198699,"S1",3,1,1
544,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",2,38199,31869,"S1",3,0,0
545,"Prov_01","Prov_01_Kab_02","Rural","Jawa",2,73238,51498,"SMP",3,0,0
546,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",5,342688,275581,"SMA",4,0,3
547,"Prov_02","Prov_02_Kab_01","Urban","Jawa",1,526034,423597,"S1",3,1,0
548,"Prov_01","Prov_01_Kab_04","Rural","Jawa",4,74587,40455,"SMP",4,1,1
549,"Prov_06","Prov_06_Kab_03","Urban","Kalimantan",4,262311,169561,"SMA",4,0,1
550,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",2,73804,69114,"SMP",4,1,0
551,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",8,46503,20876,"SD",3,1,5
552,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",1,159676,106319,"SMA",4,1,0
553,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,219385,177113,"S1",3,1,0
554,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",3,23029,12248,"S1",3,0,1
555,"Prov_01","Prov_01_Kab_05","Rural","Jawa",3,56858,25055,"D3",3,0,0
556,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",8,27361,24985,"SD",3,1,3
557,"Prov_01","Prov_01_Kab_02","Urban","Jawa",5,337818,252985,"S1",3,1,2
558,"Prov_07","Prov_07_Kab_05","Urban","Kalimantan",5,48087,41296,"SMA",2,1,2
559,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",3,111961,81405,"SMP",4,0,2
560,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",4,32853,19298,"SMA",2,0,0
